gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha8_00041215	Ha8_00041215	protein_coding	Ha8	26889666	26890660	+	504	1.489	0	4.325	1.636	0	8.5	1.027	3.331	2.093	0.379
Ha8_00041216	Ha8_00041216	protein_coding	Ha8	26963432	26964225	+	477	123.371	15.817	15.788	54.908	33.325	0.272	54.172	11.499	52.453	72.659
Ha8_00041218	Ha8_00041218	protein_coding	Ha8	27388162	27389414	+	601	6.087	0.465	14.18	0.249	3.306	0	5.025	0	2.173	1.844
Ha8_00041219	Ha8_00041219	protein_coding	Ha8	27398077	27399492	-	1008	1.675	3.789	24.97	0.372	0.329	0	0.043	0.444	0.598	0.114
Ha8_00041220	Ha8_00041220	protein_coding	Ha8	27526113	27531657	-	2907	0	0	1.159	0.206	0.456	0	0.282	0.116	0	0.013
Ha8_00041222	Ha8_00041222	protein_coding	Ha8	27864215	27866248	+	935	286.002	219.267	10.386	279.477	469.305	0.083	109.762	64.169	372.537	332.548
Ha8_00041223	Ha8_00041223	protein_coding	Ha8	27878048	27884841	+	4421	3.918	8.449	11.61	6.017	3.071	15.797	3.562	13.191	8.012	6.353
Ha8_00041224	Ha8_00041224	protein_coding	Ha8	27902655	27904634	+	954	25.074	39.153	0.623	18.695	24.3	0.381	0.95	1.877	11.112	7.53
Ha8_00041225	Ha8_00041225	protein_coding	Ha8	27908973	27910639	-	908	63.743	14.157	353.59	96.521	8.389	0.143	0.048	1.726	59.426	5.513
Ha8_00041226	Ha8_00041226	protein_coding	Ha8	27917584	27923620	+	1038	2.229	7.628	3.055	6.245	14.995	0.05	2.951	16.392	10.648	10.271
Ha8_00041227	Ha8_00041227	protein_coding	Ha8	27936119	27938643	+	996	1.664	0.187	2.388	2.37	0.997	0.026	0.91	0.899	3.329	0.192
Ha8_00041229	Ha8_00041229	protein_coding	Ha8	28052211	28057441	+	779	0.161	0.12	2.799	0.192	0.425	0	0.609	0.862	0.516	0.147
Ha8_00041231	Ha8_00041231	protein_coding	Ha8	28510740	28511326	-	498	266.226	118.209	64.868	46.423	235.41	0	91.735	29.445	91.201	210.781
Ha8_00041233	Ha8_00041233	protein_coding	Ha8	28608168	28611533	+	1986	7.589	1.642	4.091	1.245	0	0.039	1.39	0	0.253	0.038
Ha8_00041235	Ha8_00041235	protein_coding	Ha8	28824294	28824906	-	444	6.057	4.825	34.37	0.675	0	0	0	0	0.905	0.086
Ha8_00041241	Ha8_00041241	protein_coding	Ha8	28979312	28980060	+	649	0.337	0.144	0.305	0.115	0	0	0.266	0	0.542	0
Ha8_00041242	Ha8_00041242	protein_coding	Ha8	29040702	29045710	-	2015	0.031	0	0.393	0.056	0	0	0.043	0	0.075	0.019
Ha8_00041245	Ha8_00041245	protein_coding	Ha8	29077222	29080746	-	2477	16.02	24.405	51.366	37.439	10.696	1.09	21.456	20.291	49.754	21.058
Ha8_00041246	Ha8_00041246	protein_coding	Ha8	29084531	29085522	-	889	0.211	18.021	10.255	3.203	4.843	0	17.615	1.133	15.202	3.654
Ha8_00041247	Ha8_00041247	protein_coding	Ha8	29173834	29175678	+	1542	30.863	50.197	13.367	17.325	21.906	0.219	11.358	40.797	26.065	63.464
Ha8_00041248	Ha8_00041248	protein_coding	Ha8	29225339	29228847	+	1166	12.014	7.669	6.629	13.979	4.26	0.045	11.654	9.888	15.124	6.489
Ha8_00041252	Ha8_00041252	protein_coding	Ha8	29485658	29494244	+	1602	59.708	14.129	15.216	49.585	7.029	0.438	13.545	16.001	57.141	16.625
Ha8_00041253	Ha8_00041253	protein_coding	Ha8	29499816	29504974	+	1257	17.911	7.929	19.235	33.743	8.694	0.083	6.967	3.295	13.35	7.569
Ha8_00041254	Ha8_00041254	protein_coding	Ha8	29727149	29730740	+	2729	662.503	236.671	531.083	320.377	588.072	2.588	205.72	301.029	685.667	594.579
Ha8_00041255	Ha8_00041255	protein_coding	Ha8	29850671	29853375	-	1161	3.582	0.642	22.191	9.714	4.849	0.022	5.016	1.832	30.378	29.424
Ha8_00041258	Ha8_00041258	protein_coding	Ha8	30317540	30320424	+	1036	265.122	1205.863	137.543	619.256	1196.815	0.476	272.825	213.394	724.958	1049.84
Ha8_00041260	Ha8_00041260	protein_coding	Ha8	30522959	30524174	+	318	0	0	6.232	0	0	18.043	0.271	1.056	0.474	0.481
Ha8_00041261	Ha8_00041261	protein_coding	Ha8	30563345	30568290	+	1492	8.677	5.556	3.852	9.392	1.332	0.383	3.499	1.2	5.186	3.714
Ha8_00041262	Ha8_00041262	protein_coding	Ha8	30617017	30618534	-	1211	0.181	0.077	0	0.031	0	0.172	0.392	6.655	0.871	0.316
Ha8_00041263	Ha8_00041263	protein_coding	Ha8	30672985	30677970	-	1811	1.001	1.337	3.611	9.269	2.743	0.029	3.502	0.309	2.857	1.962
Ha8_00041264	Ha8_00041264	protein_coding	Ha8	30685326	30689066	+	2167	5.353	1.118	7.682	6.156	5.043	0.012	9.456	2.221	10.642	2.892
Ha8_00041266	Ha8_00041266	protein_coding	Ha8	30703960	30705922	-	1398	1.655	3.798	16.728	18.681	3.316	0.13	3.086	0.32	3.558	5.822
Ha8_00041267	Ha8_00041267	protein_coding	Ha8	30707965	30709688	-	1127	7.547	0.496	1.231	1.23	1.175	0.046	2.105	2.185	23.806	0.78
Ha8_00041268	Ha8_00041268	protein_coding	Ha8	30716993	30718951	-	444	5.845	0	0.893	0.084	0.746	0.058	0.583	0	8.713	0
Ha8_00041269	Ha8_00041269	protein_coding	Ha8	30766272	30769153	+	1156	0.027	1.934	0	0.032	0.286	3.683	0.075	291.366	0.261	16.924
Ha8_00041274	Ha8_00041274	protein_coding	Ha8	30841551	30843929	-	1377	0.999	0.812	1.007	0.599	0	0	0	0.163	3.758	0.194
Ha8_00041277	Ha8_00041277	protein_coding	Ha8	31200689	31202650	-	1962	0.207	0.047	1.717	1.069	0.338	0	0.66	0	0.461	0.078
Ha8_00041278	Ha8_00041278	protein_coding	Ha8	31226905	31229982	-	2578	101.715	25.87	27.829	45.783	53.182	0.131	61.897	23.23	57.647	56.696
Ha8_00041279	Ha8_00041279	protein_coding	Ha8	31268424	31272913	+	1779	0.035	0	0.223	0	0	0.161	0.752	0	0.056	0.344
Ha8_00041282	Ha8_00041282	protein_coding	Ha8	31586910	31588245	+	1035	0.302	0.27	0	0.652	0	0	0.083	0	0.485	0
Ha8_00041284	Ha8_00041284	protein_coding	Ha8	31702776	31705686	+	2155	0.189	0.216	0.184	0.243	0.307	0	0.14	0.104	0.256	0
Ha8_00041291	Ha8_00041291	protein_coding	Ha8	31952424	31952837	-	414	1.964	1.8	1.436	0.815	2.4	0.188	3.96	0.541	0.971	2.769
Ha8_00041293	Ha8_00041293	protein_coding	Ha8	32012857	32016006	-	3150	0.506	0.03	0.503	0.131	0	0	0.014	0	0.096	0.012
Ha8_00041295	Ha8_00041295	protein_coding	Ha8	32177073	32179216	+	2121	11.145	0.351	2.243	0.318	0	0	0	0.211	3.364	0.45
Ha8_00041297	Ha8_00041297	protein_coding	Ha8	32288463	32290875	-	942	33.095	8.702	21.88	27.207	3.516	4.051	26.378	13.428	28.961	22.23
Ha8_00041299	Ha8_00041299	protein_coding	Ha8	32342648	32345261	-	1037	7.327	6.198	22.934	17.922	7.664	0	14.31	4.857	57.702	2.358
Ha8_00041307	Ha8_00041307	protein_coding	Ha8	32567844	32568407	-	373	0.503	0.25	2.125	1.406	0	0.418	0	0.6	0.808	0.102
Ha8_00041313	Ha8_00041313	protein_coding	Ha8	32755804	32758280	-	615	3.254	6.967	3.545	5.971	3.231	0.042	4.489	3.094	5.228	7.518
Ha8_00041318	Ha8_00041318	protein_coding	Ha8	33016028	33017193	-	1037	0.844	0	1.529	0.506	0	0	1.29	0.971	1.211	0.258
Ha8_00041319	Ha8_00041319	protein_coding	Ha8	33149108	33150944	+	1202	49.115	22.085	10.223	44.639	22.041	0.108	9.834	11.92	44.766	41.55
Ha8_00041320	Ha8_00041320	protein_coding	Ha8	33156571	33158594	+	1170	2.325	0	0.678	0	8.208	0.022	33.7	1.244	0.816	0.065
Ha8_00041321	Ha8_00041321	protein_coding	Ha8	33162523	33167441	+	2194	1.297	1.995	10.027	13.543	2.415	4.745	2.261	3.01	3.114	2.63
Ha8_00041322	Ha8_00041322	protein_coding	Ha8	33168457	33169681	+	378	118.044	23.41	24.118	76.525	32.416	1.854	123.596	20.137	232.332	35.887
Ha8_00041323	Ha8_00041323	protein_coding	Ha8	33178231	33178499	+	213	1.762	0.875	0.93	5.277	3.11	0	0	0	3.066	2.87
Ha8_00041324	Ha8_00041324	protein_coding	Ha8	33178540	33179956	+	648	0.869	0.862	0.612	3.874	1.533	0	0.466	0	4.342	0.885
Ha8_00041325	Ha8_00041325	protein_coding	Ha8	33180013	33180576	+	558	1.625	0.167	3.197	4.163	1.78	0	0.155	0	2.431	0.822
Ha8_00041327	Ha8_00041327	protein_coding	Ha8	33511280	33515536	-	1412	0.089	0	0.281	0.823	0.704	0	0.336	0	0.747	0.379
Ha8_00041328	Ha8_00041328	protein_coding	Ha8	33545011	33548391	-	1643	2.265	1.134	2.412	2.052	0	0.032	1.234	0.749	2.263	0.954
Ha8_00041335	Ha8_00041335	protein_coding	Ha8	34282514	34285464	+	780	55.643	16.36	18.294	40.496	16.558	1.265	78.424	10.476	109.049	14.403
Ha8_00041336	Ha8_00041336	protein_coding	Ha8	34316496	34323084	-	1810	1.486	0.206	0.547	1.139	0	0	1.12	0.247	1.138	0.422
Ha8_00041338	Ha8_00041338	protein_coding	Ha8	34549569	34551371	-	1083	25.119	12.213	30.56	17.264	21.711	0.12	39.594	27.7	27.324	18.665
Ha8_00041340	Ha8_00041340	protein_coding	Ha8	34603718	34604837	-	1047	4.211	0	0	0.072	2.53	0	131.848	0	1.008	0.657
Ha8_00041342	Ha8_00041342	protein_coding	Ha8	34694680	34698117	+	1239	7.066	1.353	6.398	3.81	0.802	0.021	51.008	0.632	6.123	0.216
Ha8_00041349	Ha8_00041349	protein_coding	Ha8	34910180	34911074	+	794	2.954	14.899	586.317	117.976	801.231	0.065	272.579	2.82	7.15	18.384
Ha8_00041350	Ha8_00041350	protein_coding	Ha8	35554872	35566516	-	1374	13.108	7.864	12.982	14.208	6.026	1.644	16.86	17.842	15.138	10.401
Ha8_00041351	Ha8_00041351	protein_coding	Ha8	36087233	36092978	+	1228	41.48	6.22	12.266	24.044	6.472	0.106	35.551	3.099	24.425	12.603
Ha8_00041352	Ha8_00041352	protein_coding	Ha8	36118221	36119888	+	1027	0.213	0.363	0.772	0.219	0	0	1.638	0.109	0.098	0.149
Ha8_00041353	Ha8_00041353	protein_coding	Ha8	36130262	36133624	+	1131	44.954	21.001	26.985	13.815	30.745	0.344	50.386	20.586	19.013	19.664
Ha8_00041354	Ha8_00041354	protein_coding	Ha8	36139410	36140897	+	1016	8.987	3.484	5.657	6.601	2.608	0	9.808	3.746	8.11	2.219
Ha8_00041355	Ha8_00041355	protein_coding	Ha8	36255788	36257314	-	1527	57.214	0.61	9.604	13.913	1.301	0.034	0.057	1.1	24.084	0.801
Ha8_00041356	Ha8_00041356	protein_coding	Ha8	36370743	36378297	+	1096	62.681	72.409	35.803	43.794	149.873	3.316	142.878	86.915	54.825	86.152
Ha8_00041357	Ha8_00041357	protein_coding	Ha8	36383362	36394199	+	2529	1.731	0.847	0.549	1.659	1.048	0.031	4.554	1.062	2.146	2.886
Ha8_00041358	Ha8_00041358	protein_coding	Ha8	36394511	36396386	-	807	0.387	0.231	0	0.046	0	0	1.443	0.139	0.062	0.142
Ha8_00041359	Ha8_00041359	protein_coding	Ha8	36545946	36547349	+	621	1.712	0	1.596	2.293	0	1.129	2.848	8.111	1.78	1.415
Ha8_00041360	Ha8_00041360	protein_coding	Ha8	36601846	36604189	+	615	30.405	23.324	0	6.458	13.462	0	0	0	0.408	2.982
Ha8_00041362	Ha8_00041362	protein_coding	Ha8	36898301	36900027	-	1595	0.098	0	11.928	1.081	2.284	0	0.757	0	0.945	0.024
Ha8_00041363	Ha8_00041363	protein_coding	Ha8	36919530	36920821	+	1125	0.167	0	3.876	1.399	0.883	0	1.227	2.189	0.715	0.034
Ha8_00041364	Ha8_00041364	protein_coding	Ha8	36921205	36925142	-	1116	22.191	11.852	23.796	30.519	8.902	0.186	5.218	83.752	15.171	5.273
Ha8_00041365	Ha8_00041365	protein_coding	Ha8	36926143	36930254	-	2626	4.096	10.748	1.509	9.546	3.153	0.01	0.986	0.512	1.779	5.588
Ha8_00041366	Ha8_00041366	protein_coding	Ha8	36943736	36946181	+	2309	13.962	16.943	7.467	16.633	3.155	0.011	0.542	3.587	41.059	0.976
Ha8_00041368	Ha8_00041368	protein_coding	Ha8	36968089	36968364	-	276	1.473	1.687	0.718	4.344	1.2	0	0	0	0.182	1.661
Ha8_00041369	Ha8_00041369	protein_coding	Ha8	36990678	36991094	+	327	0.382	0	1.818	0.115	0	0	0.132	0	0.461	0
Ha8_00041370	Ha8_00041370	protein_coding	Ha8	37035007	37044819	-	2445	101.467	3.657	21.075	0.46	5.012	0.011	1.588	2.564	74.468	0.781
Ha8_00041371	Ha8_00041371	protein_coding	Ha8	37153420	37166165	+	5845	2.365	0.606	0.712	0.609	0.057	0	0.376	0.153	2.768	0.229
Ha8_00041372	Ha8_00041372	protein_coding	Ha8	37168411	37171572	-	2457	11.581	7.734	11.857	10.462	2.696	0.116	5.127	2.642	11.267	7.947
Ha8_00041379	Ha8_00041379	protein_coding	Ha8	37460825	37474295	+	2290	1.256	0.041	0.433	0.573	0	0.011	0.188	0.293	1.777	0.15
Ha8_00041381	Ha8_00041381	protein_coding	Ha8	37677245	37682373	+	927	3.103	1.206	4.703	12.611	2.143	0.028	2.327	5.192	3.143	4.782
Ha8_00041385	Ha8_00041385	protein_coding	Ha8	38829245	38830351	-	931	0	0.3	0.426	0.08	0	0	0.185	0.361	1.889	1.97
Ha8_00041386	Ha8_00041386	protein_coding	Ha8	38872916	38874472	-	946	99.195	11.816	7.332	29.825	3.851	0.11	25.4	5.325	70.635	19.914
Ha8_00041388	Ha8_00041388	protein_coding	Ha8	39188561	39193272	+	1593	9.304	3.391	5.225	7.856	10.602	0.081	8.882	2.178	5.582	7.844
Ha8_00041389	Ha8_00041389	protein_coding	Ha8	39224780	39232430	+	2244	24.553	7.762	6.359	12.006	5.608	19.749	14.841	14.865	64.794	13.146
Ha8_00041390	Ha8_00041390	protein_coding	Ha8	39234092	39236773	+	1132	1.022	0.576	23.635	20.621	4.973	0.206	23.704	1.088	7.856	1.418
Ha8_00041391	Ha8_00041391	protein_coding	Ha8	39249511	39252232	-	2089	5.404	5.841	4.079	2.942	1.585	2.846	7.641	26.417	5.58	4.994
Ha8_00041393	Ha8_00041393	protein_coding	Ha8	39468527	39480237	+	606	3.199	4.919	17.66	6.43	7.651	0.214	10.82	2.217	4.311	4.981
Ha8_00041395	Ha8_00041395	protein_coding	Ha8	39668747	39669727	+	522	37.379	25.517	81.628	28.353	56.464	0.298	53.139	3.86	28.297	33.234
Ha8_00041398	Ha8_00041398	protein_coding	Ha8	39705236	39708613	-	927	18.923	9.244	20.096	17.219	4.287	0.308	12.937	4.951	19.565	9.976
Ha8_00041399	Ha8_00041399	protein_coding	Ha8	39808751	39812527	-	944	0.033	0	9.237	13.972	2.105	0	10.419	0.237	6.12	0.04
Ha8_00041400	Ha8_00041400	protein_coding	Ha8	39966481	39973032	+	2030	38.093	23.172	46.08	51.645	20.392	17.752	12.177	22.498	79.421	14.908
Ha8_00041402	Ha8_00041402	protein_coding	Ha8	40228091	40228757	-	450	13.133	1.656	7.487	9.909	0.736	0.231	3.643	5.721	17.082	3.312
Ha8_00041404	Ha8_00041404	protein_coding	Ha8	40352301	40355488	-	1266	127.299	67.542	79.681	125.401	164.015	0.082	72.239	11.318	102.903	214.212
Ha8_00041406	Ha8_00041406	protein_coding	Ha8	40925119	40926948	-	763	378.957	211.684	342.603	269.651	916.685	2.552	434.216	154.776	286.434	489.347
Ha8_00041409	Ha8_00041409	protein_coding	Ha8	41210082	41211792	+	505	17.895	4.058	21.584	20.478	0	0.103	2.05	0	16.017	2.27
Ha8_00041412	Ha8_00041412	protein_coding	Ha8	41639279	41649042	-	1383	0.023	0	0.143	0.135	0.239	0	0.062	0	0.109	0.497
Ha8_00041414	Ha8_00041414	protein_coding	Ha8	42451098	42455096	+	1288	180.136	371.716	155.717	601.778	57.852	0.988	459.055	131.491	187.546	126.207
Ha8_00041416	Ha8_00041416	protein_coding	Ha8	42526983	42529461	+	1145	34.246	18.06	12.808	19.111	22.849	1.202	23.397	46.828	24.089	36.61
Ha8_00041417	Ha8_00041417	protein_coding	Ha8	42572395	42575262	+	423	112.361	13.653	27.643	51.376	51.672	251.89	92.091	114.319	96.563	69.92
Ha8_00041420	Ha8_00041420	protein_coding	Ha8	42759807	42766578	+	5493	0.438	1.17	4.257	2.121	1.266	0.057	1.045	0.652	2.936	0.946
Ha8_00041421	Ha8_00041421	protein_coding	Ha8	42851934	42855605	-	1287	10.253	82.941	6.93	13.771	10.55	0	21.519	2.957	6.675	18.794
Ha8_00041426	Ha8_00041426	protein_coding	Ha8	43291588	43295936	-	1963	0.239	1.471	2.524	3.016	0.675	0	0.264	2.167	6.347	0.097
Ha8_00041427	Ha8_00041427	protein_coding	Ha8	43505201	43506671	-	465	13.852	6.21	9.803	7.413	0	9.324	8.628	2.648	11.561	3.698
Ha8_00041428	Ha8_00041428	protein_coding	Ha8	43535343	43540366	+	1675	8.251	3.67	16.92	9.664	1.384	0	2.962	0.468	4.199	1.985
Ha8_00041432	Ha8_00041432	protein_coding	Ha8	44040601	44046250	-	1208	12.839	1.696	15.914	18.766	0.548	0.021	3.285	1.019	12.228	2.119
Ha8_00041433	Ha8_00041433	protein_coding	Ha8	44048472	44049077	-	606	0.774	0	0.654	0.062	0	0	0.142	0.739	2.156	0.063
Ha8_00041438	Ha8_00041438	protein_coding	Ha8	44544853	44546532	-	1680	34.582	75.459	3.421	84.596	92.057	0.015	67.584	12.926	176.801	121.483
Ha8_00041439	Ha8_00041439	protein_coding	Ha8	44621477	44623278	+	648	5.984	1.869	3.67	4.221	5.111	0.08	7.989	0.864	7.831	4.246
Ha8_00041444	Ha8_00041444	protein_coding	Ha8	44859720	44862360	+	1797	0.087	0	0	0	0.553	0	4.825	0	0.028	0.043
Ha8_00041445	Ha8_00041445	protein_coding	Ha8	44994823	44995206	-	384	1.954	0	0	0.39	2.587	0	1.91	0	0	2.09
Ha8_00041446	Ha8_00041446	protein_coding	Ha8	45012795	45026643	-	4727	12.436	4.453	16.938	2.719	7.286	0.005	22.97	8.099	8.163	2.166
Ha8_00041449	Ha8_00041449	protein_coding	Ha8	45871194	45880894	+	2656	3.497	2.42	9.253	4.797	1.122	15.845	10.817	14.793	4.389	3.712
Ha8_00041450	Ha8_00041450	protein_coding	Ha8	45881313	45884069	-	714	86.756	9.262	0.833	11.335	4.638	0.073	52.202	18.813	53.689	19.641
Ha8_00041453	Ha8_00041453	protein_coding	Ha8	46270157	46280808	+	3679	2.771	7.19	9.75	17.589	4.231	0.099	3.33	4.351	16.183	4.342
Ha8_00041454	Ha8_00041454	protein_coding	Ha8	46443758	46446750	-	1119	99.088	17.647	53.664	84.85	11.542	0.58	60.757	18.606	98.148	25.68
Ha8_00041455	Ha8_00041455	protein_coding	Ha8	46487380	46504682	+	6300	3.375	3.726	8.745	5.823	4.573	0.198	5.409	4.691	5.407	5.386
Ha8_00041456	Ha8_00041456	protein_coding	Ha8	46515797	46519056	+	1883	114.265	56.936	88.199	45.528	17.411	0.4	70.493	20.747	73.588	46.269
Ha8_00041459	Ha8_00041459	protein_coding	Ha8	46978912	46984909	-	1635	7.44	5.127	20.606	37.492	4.659	4.891	4.934	12.803	13.152	7.222
Ha8_00041460	Ha8_00041460	protein_coding	Ha8	46986635	46989932	-	2135	2.124	0.785	7.983	2.018	0.62	5.655	9.8	39.06	1.836	4.761
Ha8_00041462	Ha8_00041462	protein_coding	Ha8	47993288	48000164	+	4373	1.595	2.279	7.206	1.722	1.06	0.059	0.483	1.613	12.385	1.844
Ha8_00041463	Ha8_00041463	protein_coding	Ha8	48001568	48005144	-	2556	10.594	10.495	14.887	11.83	10.236	0.335	16.591	37.225	24.374	7.789
Ha8_00041467	Ha8_00041467	protein_coding	Ha8	48788252	48789058	+	423	40.583	2.422	5.622	11.25	7.829	9.207	56.703	2.117	6.533	2.8
Ha8_00041469	Ha8_00041469	protein_coding	Ha8	48942329	48946365	+	1942	10.836	6.667	11.94	29.096	3.922	0.134	7.508	4.035	20.412	3.817
Ha8_00041470	Ha8_00041470	protein_coding	Ha8	48946586	48952025	-	1692	1.959	0.055	0.117	0.487	0	0	1.326	0.397	0.594	2.439
Ha8_00041471	Ha8_00041471	protein_coding	Ha8	49002309	49006210	+	1456	61.078	19.384	61.252	37.804	5.231	0.196	4.504	4.843	45.617	8.477
Ha8_00041472	Ha8_00041472	protein_coding	Ha8	49006443	49014429	-	1687	289.242	116.005	135.217	234.322	90.498	5.325	177.21	98.799	258.413	152.917
Ha8_00041473	Ha8_00041473	protein_coding	Ha8	49020495	49021683	-	993	72.646	74.01	59.076	50.714	90.046	0.314	141.928	72.37	94.36	87.776
Ha8_00041474	Ha8_00041474	protein_coding	Ha8	49084953	49085804	+	452	15.98	2.267	39.462	2.818	0	0	2.291	0.495	13.561	0.338
Ha8_00041475	Ha8_00041475	protein_coding	Ha8	49170631	49172427	+	942	0.996	0.791	3.577	3.262	0	0.055	0.824	0.119	1.867	0.325
Ha8_00041477	Ha8_00041477	protein_coding	Ha8	49384361	49385550	-	330	17.435	7.339	35.433	25.547	4.014	9.126	22.746	4.41	25.882	8.337
Ha8_00041481	Ha8_00041481	protein_coding	Ha8	49434593	49437035	+	569	0	0	0.697	0.066	0	0	0.227	0.787	0.088	0.403
Ha8_00041482	Ha8_00041482	protein_coding	Ha8	49908513	49912625	-	2898	12.344	9.9	7.591	26.156	10.285	0.529	41.903	35.767	21.047	43.051
Ha8_00041484	Ha8_00041484	protein_coding	Ha8	50149351	50151637	-	1926	22.226	1.403	9.775	0.292	0.86	0.013	0.134	0.465	0.626	25.614
Ha8_00041485	Ha8_00041485	protein_coding	Ha8	50511146	50513655	+	933	8.68	5.291	32.075	37.389	13.843	0.056	5.271	17.157	12.601	10.649
Ha8_00041487	Ha8_00041487	protein_coding	Ha8	50553786	50555478	+	773	0.607	0	2.051	0.388	0.428	0	0.446	0	1.495	0.395
Ha8_00041489	Ha8_00041489	protein_coding	Ha8	50916920	50922954	-	2330	29.726	18.109	29.09	38.724	11.371	2.061	21.718	43.958	26.997	28.225
Ha8_00041490	Ha8_00041490	protein_coding	Ha8	50924488	50926395	-	1154	0.704	0	0.343	0.032	0.574	0	0.112	0.388	1.393	0.199
Ha8_00041491	Ha8_00041491	protein_coding	Ha8	51031699	51035266	-	3142	3.523	2.757	7.443	2.934	2.319	0.149	8.911	2.209	3.246	3.272
Ha8_00041492	Ha8_00041492	protein_coding	Ha8	51457633	51458857	+	519	4.639	0.359	0	0.722	0	0.05	0.083	0.431	0.194	0.81
Ha8_00041493	Ha8_00041493	protein_coding	Ha8	51461666	51463746	+	688	5.408	1.625	0	0.871	0	0.038	0.125	3.254	0	2.499
Ha8_00041495	Ha8_00041495	protein_coding	Ha8	51844024	51846307	+	673	31.362	68.233	0	32.013	4.429	0.039	2.308	6.819	3.359	35.203
Ha8_00041496	Ha8_00041496	protein_coding	Ha8	51956668	51958014	+	639	81.133	115.594	0.62	75.408	9.847	0.203	3.781	11.912	7.233	53.521
Ha8_00041497	Ha8_00041497	protein_coding	Ha8	51963351	51966498	+	1128	80.972	145.582	1.406	69.624	14.386	0.046	3.901	32.946	7.26	118.092
Ha8_00041499	Ha8_00041499	protein_coding	Ha8	52376728	52385604	-	2667	6.308	5.274	6.316	6.898	3.601	0.058	4.206	2.141	8.157	4.399
Ha8_00041500	Ha8_00041500	protein_coding	Ha8	52388875	52392130	-	1223	9.562	19.497	9.075	12.132	11.102	0	20.106	5.949	87.419	4.156
Ha8_00041501	Ha8_00041501	protein_coding	Ha8	52419476	52421392	+	608	3.497	0	2.282	3.266	0	5.167	2.412	4.05	3.636	2.577
Ha8_00041502	Ha8_00041502	protein_coding	Ha8	52472602	52475583	-	1756	76.178	30.925	50.336	33.266	19.425	0.858	51.099	12.239	63.774	25.765
Ha8_00041503	Ha8_00041503	protein_coding	Ha8	52542011	52545933	+	3105	6.788	12.419	17.361	9.702	9.279	0.234	6.155	13.303	10.032	13.168
Ha8_00041504	Ha8_00041504	protein_coding	Ha8	52556137	52563220	+	788	57.459	7.092	1.258	33.951	2.101	0.132	2.573	0.71	5.802	0.921
Ha8_00041505	Ha8_00041505	protein_coding	Ha8	52564536	52567921	-	1515	34.303	25.761	34.928	8.805	4.59	0.069	0.513	3.99	0.995	0.858
Ha8_00041506	Ha8_00041506	protein_coding	Ha8	52583467	52584816	+	600	25.588	4.036	0.991	15.175	3.312	0.087	1.438	0	3.601	0.637
Ha8_00041509	Ha8_00041509	protein_coding	Ha8	52776298	52778981	+	863	78.299	18.564	36.973	64.518	44.898	0.181	43.989	8.431	51.58	59.82
Ha8_00041510	Ha8_00041510	protein_coding	Ha8	52795692	52797512	-	988	39.371	9.051	9.227	21.92	11.397	0	45.846	8.497	32.901	12.918
Ha8_00041517	Ha8_00041517	protein_coding	Ha8	53310715	53316520	+	2075	1.115	1.436	0.86	2.691	0.638	0.013	9.501	0.755	4.044	0.847
Ha8_00041519	Ha8_00041519	protein_coding	Ha8	53421091	53423104	+	789	0	0.236	0	0.142	0.839	645.571	0	74.483	0.064	2.422
Ha8_00041521	Ha8_00041521	protein_coding	Ha8	53633567	53637168	+	1057	64.017	28.64	55.124	28.394	57.023	0.025	17.713	3.707	38.168	8.929
Ha8_00041523	Ha8_00041523	protein_coding	Ha8	53716161	53716777	+	331	20.405	3.94	6.586	8.716	23.012	0	7.82	3.72	14.875	13.853
Ha8_00041524	Ha8_00041524	protein_coding	Ha8	53818764	53819490	+	527	0.119	0.53	5.265	1.564	0	0	0.082	0.637	1.144	0.145
Ha8_00041525	Ha8_00041525	protein_coding	Ha8	53951784	53953133	-	720	0.782	1.941	4.404	3.747	0	0.036	0.539	0.466	4.885	1.115
Ha8_00041526	Ha8_00041526	protein_coding	Ha8	54040911	54043433	-	1302	7.109	0.072	1.218	0.259	0	0	0.033	0.086	2.354	0.029
Ha8_00041527	Ha8_00041527	protein_coding	Ha8	54078101	54079890	-	913	2.808	0.204	0.217	2.011	0	0	1.795	2.329	3.192	1.465
Ha8_00041528	Ha8_00041528	protein_coding	Ha8	54124327	54124773	+	447	32.108	8.752	130.793	35.709	334.874	0	134.242	55.092	10.565	48.385
Ha8_00041530	Ha8_00041530	protein_coding	Ha8	54266252	54267396	+	905	0.76	0	2.628	0.828	0	0.43	0.048	0.371	1.499	0.084
Ha8_00041531	Ha8_00041531	protein_coding	Ha8	54271540	54271989	-	450	21.541	9.522	92.046	11.574	253.161	0	79.28	6.965	6.81	12.822
Ha8_00041532	Ha8_00041532	protein_coding	Ha8	54316369	54319940	+	1674	0.392	0.501	0.237	0.246	0	0.202	0.077	0.067	0.63	0.091
Ha8_00041533	Ha8_00041533	protein_coding	Ha8	54325283	54325677	+	333	0.282	0	0	0.225	0	0	0.13	0	0.603	0.115
Ha8_00041536	Ha8_00041536	protein_coding	Ha8	54464854	54467399	-	1642	0.019	0	0.121	0.023	0	0	0.026	0	0.031	0.023
Ha8_00041540	Ha8_00041540	protein_coding	Ha8	54719193	54722874	+	855	7.973	0	1.391	0.394	0	0	0.05	0.262	2.586	0.268
