gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha6_00047474	Ha6_00047474	protein_coding	Ha6	429577	433363	+	1730	563	115	50	425	19	1	25	8	372	41
Ha6_00047476	Ha6_00047476	protein_coding	Ha6	444094	446005	-	1464	2	8	270	248	15	0	110	0	25	5
Ha6_00047477	Ha6_00047477	protein_coding	Ha6	463428	465041	+	900	260	25	48	196	9	186	230	43	225	63
Ha6_00047479	Ha6_00047479	protein_coding	Ha6	472304	473082	-	708	0	2	3	9	0	1	3	3	11	1
Ha6_00047480	Ha6_00047480	protein_coding	Ha6	587456	591181	-	1595	0	3	1	1	0	3	2	0	1	0
Ha6_00047481	Ha6_00047481	protein_coding	Ha6	636055	639564	-	2478	1422	284	209	1433	39	15	1505	160	1100	756
Ha6_00047487	Ha6_00047487	protein_coding	Ha6	1400932	1403505	-	204	0	0	34	1	0	0	7	307	1	0
Ha6_00047489	Ha6_00047489	protein_coding	Ha6	1460583	1461992	+	1140	6	12	1	6	3	0	6	1	1	2
Ha6_00047490	Ha6_00047490	protein_coding	Ha6	1498915	1500543	-	883	449	4	1	59	0	0	12	6	192	25
Ha6_00047491	Ha6_00047491	protein_coding	Ha6	1502158	1504818	+	1170	0	0	0	0	0	1	3	1	2	1
Ha6_00047495	Ha6_00047495	protein_coding	Ha6	1669355	1670832	+	896	11170	3668	1861	5576	2845	21	8279	1152	4055	7369
Ha6_00047496	Ha6_00047496	protein_coding	Ha6	1673759	1677091	-	1247	300	40	81	428	4	9	70	24	434	74
Ha6_00047497	Ha6_00047497	protein_coding	Ha6	1686156	1687738	-	969	2413	574	59	4480	122	9	510	224	800	1593
Ha6_00047498	Ha6_00047498	protein_coding	Ha6	1694021	1695957	+	585	1033	145	45	708	120	1	492	49	795	1055
Ha6_00047499	Ha6_00047499	protein_coding	Ha6	1702107	1707255	-	957	814	43	70	509	17	39	455	47	561	609
Ha6_00047500	Ha6_00047500	protein_coding	Ha6	1702245	1705021	+	1080	1901	254	160	1807	58	316	768	223	1468	823
Ha6_00047501	Ha6_00047501	protein_coding	Ha6	1709594	1710709	+	1116	1	0	2	3	0	0	1	0	3	0
Ha6_00047502	Ha6_00047502	protein_coding	Ha6	1712881	1713821	-	859	533	32	10	143	36	1	330	37	326	244
Ha6_00047503	Ha6_00047503	protein_coding	Ha6	1715454	1718819	+	1249	3032	402	80	805	177	7	838	262	924	1574
Ha6_00047504	Ha6_00047504	protein_coding	Ha6	1720567	1720968	-	402	217	77	31	113	10	1	176	5	52	130
Ha6_00047505	Ha6_00047505	protein_coding	Ha6	1832387	1833985	-	657	16281	3087	2208	10661	3641	45	14181	1271	6085	16885
Ha6_00047507	Ha6_00047507	protein_coding	Ha6	1859788	1860886	+	393	816	12	583	13	6	1	6	0	41	306
Ha6_00047513	Ha6_00047513	protein_coding	Ha6	2013583	2017952	+	2560	197	22	124	1100	30	3	48	7	305	225
Ha6_00047514	Ha6_00047514	protein_coding	Ha6	2018120	2020590	-	1527	3	0	17	5	0	1	152	0	0	2
Ha6_00047520	Ha6_00047520	protein_coding	Ha6	2165965	2166603	-	639	6	1	0	0	2	0	42	0	25	0
Ha6_00047521	Ha6_00047521	protein_coding	Ha6	2178555	2180668	+	1221	5	0	5	29	0	0	113	5	391	5
Ha6_00047522	Ha6_00047522	protein_coding	Ha6	2190670	2193171	+	951	48	21	6	110	8	12	113	33	52	41
Ha6_00047523	Ha6_00047523	protein_coding	Ha6	2287375	2290277	+	1387	533	77	293	785	21	9	72	45	624	335
Ha6_00047525	Ha6_00047525	protein_coding	Ha6	2343536	2345201	+	1545	167	186	49	520	37	1	732	131	22	26
Ha6_00047526	Ha6_00047526	protein_coding	Ha6	2397523	2400454	+	813	297	75	54	479	12	4	183	67	348	175
Ha6_00047527	Ha6_00047527	protein_coding	Ha6	2418785	2421262	-	2478	211	150	62	932	41	1	238	19	820	182
Ha6_00047532	Ha6_00047532	protein_coding	Ha6	2591532	2592426	+	876	365	4	27	88	25	0	2853	0	138	6
Ha6_00047533	Ha6_00047533	protein_coding	Ha6	2648363	2649304	+	942	13	11	82	41	3	0	355	635	144	373
Ha6_00047535	Ha6_00047535	protein_coding	Ha6	2668490	2676149	-	2948	5	2	3	11	0	0	12	6	10	20
Ha6_00047539	Ha6_00047539	protein_coding	Ha6	2799105	2799402	+	198	0	8	0	1	0	323	1	18	2	3
Ha6_00047540	Ha6_00047540	protein_coding	Ha6	2870903	2877835	-	1240	1	2	0	0	12	0	1	4763	2	8
Ha6_00047541	Ha6_00047541	protein_coding	Ha6	2887349	2888648	-	562	148	51	24	346	14	1	468	80	74	179
Ha6_00047542	Ha6_00047542	protein_coding	Ha6	2890607	2891582	-	387	27	14	16	99	3	1	135	6	18	61
Ha6_00047543	Ha6_00047543	protein_coding	Ha6	2958120	2962984	+	1249	312	3	71	144	4	0	22	50	1956	0
Ha6_00047544	Ha6_00047544	protein_coding	Ha6	3136708	3138659	-	1005	6910	716	1129	3508	110	9	176	150	2579	4731
Ha6_00047550	Ha6_00047550	protein_coding	Ha6	3313718	3314870	+	431	3999	733	392	2201	131	17	1023	542	1058	1291
Ha6_00047552	Ha6_00047552	protein_coding	Ha6	3483267	3485979	+	663	2	0	1	11	0	0	1	0	7	0
Ha6_00047556	Ha6_00047556	protein_coding	Ha6	3661903	3667219	+	561	24	3	3	1	0	0	1	1	30	5
Ha6_00047559	Ha6_00047559	protein_coding	Ha6	3774156	3779451	+	570	1567	639	431	1497	160	1	695	312	409	1130
Ha6_00047560	Ha6_00047560	protein_coding	Ha6	3780306	3781886	-	1479	17	0	13	5	2	0	29	12	241	5
Ha6_00047561	Ha6_00047561	protein_coding	Ha6	3806887	3808775	+	723	1	0	1	22	1	0	41	0	0	12
Ha6_00047562	Ha6_00047562	protein_coding	Ha6	4072697	4074112	-	507	120	25	93	391	36	5	85	31	289	82
Ha6_00047563	Ha6_00047563	protein_coding	Ha6	4128692	4129576	-	624	26	9	32	196	4	0	15	17	90	23
Ha6_00047564	Ha6_00047564	protein_coding	Ha6	4174118	4176827	+	1664	20	112	135	69	0	2	64	50	6	79
Ha6_00047565	Ha6_00047565	protein_coding	Ha6	4284489	4288824	-	183	169	88	19	132	0	2	4	269	5	24
Ha6_00047566	Ha6_00047566	protein_coding	Ha6	4289817	4292689	-	1021	153	33	10	117	2	6	4	357	5	31
Ha6_00047567	Ha6_00047567	protein_coding	Ha6	4321311	4326329	-	1119	67	55	19	56	3	3	9	291	5	35
Ha6_00047568	Ha6_00047568	protein_coding	Ha6	4379095	4379556	+	462	1883	259	9	338	162	5	177	11	260	9562
Ha6_00047569	Ha6_00047569	protein_coding	Ha6	4388083	4390863	+	1734	689	122	125	705	137	0	1282	350	3589	283
Ha6_00047570	Ha6_00047570	protein_coding	Ha6	4418299	4424033	+	870	1903	262	109	722	56	5	459	230	1183	851
Ha6_00047571	Ha6_00047571	protein_coding	Ha6	4418614	4425821	-	294	59	22	9	57	9	0	96	76	447	21
Ha6_00047572	Ha6_00047572	protein_coding	Ha6	4652375	4654844	+	876	7801	389	21	4568	107	9	490	664	4124	2380
Ha6_00047575	Ha6_00047575	protein_coding	Ha6	4770250	4771388	-	375	2062	1398	183	2609	311	22	931	920	2347	11614
Ha6_00047577	Ha6_00047577	protein_coding	Ha6	4962456	4965884	+	1014	399	34	93	412	10	91	213	33	324	122
Ha6_00047578	Ha6_00047578	protein_coding	Ha6	4968920	4972057	+	818	20	8	12	79	2	1	28	5	16	15
Ha6_00047583	Ha6_00047583	protein_coding	Ha6	5036707	5038132	+	492	1321	534	101	551	65	2	291	53	732	693
Ha6_00047584	Ha6_00047584	protein_coding	Ha6	5087596	5090427	-	600	339	0	4	9	5	0	544	303	61	5
Ha6_00047585	Ha6_00047585	protein_coding	Ha6	5102845	5108549	-	1350	7527	363	59	4991	35	19	738	251	5808	738
Ha6_00047586	Ha6_00047586	protein_coding	Ha6	5144019	5146356	-	1056	2026	542	265	1547	100	16	789	448	2175	2144
Ha6_00047587	Ha6_00047587	protein_coding	Ha6	5195200	5197194	+	1995	27	27	60	125	15	5	139	6	68	81
Ha6_00047588	Ha6_00047588	protein_coding	Ha6	5273594	5275316	-	546	528	83	69	471	25	6	206	60	568	363
Ha6_00047589	Ha6_00047589	protein_coding	Ha6	5297761	5302763	+	2372	135	281	262	4410	39	1	125	521	38	518
Ha6_00047592	Ha6_00047592	protein_coding	Ha6	5392542	5394685	-	1059	44	5	5	19	0	0	14	0	75	5
Ha6_00047597	Ha6_00047597	protein_coding	Ha6	5583211	5585123	+	753	0	0	1	6	1	0	0	0	1	2
Ha6_00047598	Ha6_00047598	protein_coding	Ha6	5589371	5593416	-	1313	791	90	199	887	47	105	712	132	542	306
Ha6_00047601	Ha6_00047601	protein_coding	Ha6	5711974	5715775	-	1492	27635	1868	642	24337	492	48	1318	460	5260	16920
Ha6_00047603	Ha6_00047603	protein_coding	Ha6	5752610	5753608	+	999	6	1	0	12	5	35	2	838	0	58
Ha6_00047604	Ha6_00047604	protein_coding	Ha6	5763570	5764252	-	654	64	18	12	49	9	1	46	6	37	19
Ha6_00047606	Ha6_00047606	protein_coding	Ha6	5850350	5865010	+	3727	497	80	76	379	13	7	228	35	435	238
Ha6_00047607	Ha6_00047607	protein_coding	Ha6	5868900	5870051	+	913	1697	8	14	6	7	0	914	11	239	64
Ha6_00047609	Ha6_00047609	protein_coding	Ha6	5909393	5910911	-	723	113	57	30	144	4	2	82	3	62	79
Ha6_00047610	Ha6_00047610	protein_coding	Ha6	5939518	5943916	-	1745	0	1	14	18	2	64	25	9	17	6
Ha6_00047611	Ha6_00047611	protein_coding	Ha6	6036064	6038034	-	1881	1	0	1	3	0	0	3	0	4	2
Ha6_00047612	Ha6_00047612	protein_coding	Ha6	6054893	6057066	+	1402	0	6	16	2	1	0	0	4	7	4
Ha6_00047613	Ha6_00047613	protein_coding	Ha6	6087261	6088193	+	843	1	3	8	17	0	0	0	0	14	1
Ha6_00047615	Ha6_00047615	protein_coding	Ha6	6115641	6117651	+	1021	163	4	21	108	0	0	23	11	32	93
Ha6_00047616	Ha6_00047616	protein_coding	Ha6	6157695	6159836	-	1564	3833	428	14	1866	61	7	895	245	2499	1534
Ha6_00047620	Ha6_00047620	protein_coding	Ha6	6235744	6237240	+	393	0	0	2	2	2	0	0	1	0	6
Ha6_00047623	Ha6_00047623	protein_coding	Ha6	6297620	6299224	-	552	7	9	2	10	2	0	21	5	7	9
Ha6_00047624	Ha6_00047624	protein_coding	Ha6	6347575	6351761	-	1641	368	58	359	558	16	5	266	47	528	157
Ha6_00047626	Ha6_00047626	protein_coding	Ha6	6413308	6414808	+	1406	1	4	3	11	1	0	1	8	13	7
Ha6_00047628	Ha6_00047628	protein_coding	Ha6	6422218	6424221	-	1083	0	1	0	0	0	320	2	31	0	8
Ha6_00047633	Ha6_00047633	protein_coding	Ha6	6672454	6675555	+	1240	39	34	0	5	13	1051	14	5913	45	398
Ha6_00047635	Ha6_00047635	protein_coding	Ha6	6791571	6793674	-	1209	525	66	133	1639	15	2	33	13	99	239
Ha6_00047636	Ha6_00047636	protein_coding	Ha6	6845767	6846252	+	486	18137	20330	54	7862	3346	8	10820	4350	10352	11308
Ha6_00047637	Ha6_00047637	protein_coding	Ha6	6863364	6872103	-	1501	67	40	33	157	20	103	385	159	123	48
Ha6_00047640	Ha6_00047640	protein_coding	Ha6	6925567	6927858	+	762	152	6	0	21	138	0	17815	1	15	49
Ha6_00047641	Ha6_00047641	protein_coding	Ha6	6928963	6931320	-	1223	1558	88	86	702	238	0	19705	44	455	102
Ha6_00047642	Ha6_00047642	protein_coding	Ha6	6934970	6937364	-	1176	245	128	44	214	30	3	737	188	189	379
Ha6_00047645	Ha6_00047645	protein_coding	Ha6	6996968	7002117	+	2531	3540	818	502	3643	170	27	3446	643	3702	2040
Ha6_00047646	Ha6_00047646	protein_coding	Ha6	7003001	7005767	-	978	41	30	84	220	27	2	181	5	367	59
Ha6_00047648	Ha6_00047648	protein_coding	Ha6	7063329	7065384	+	1197	125	62	30	140	5	3	550	55	114	169
Ha6_00047649	Ha6_00047649	protein_coding	Ha6	7087945	7091207	+	1590	388	67	5	78	1	0	8	1	157	101
Ha6_00047650	Ha6_00047650	protein_coding	Ha6	7092322	7097641	-	1944	5323	1117	490	4678	352	62	2614	1186	4258	4352
Ha6_00047654	Ha6_00047654	protein_coding	Ha6	7321491	7323911	+	659	14	2	0	1	0	18	6	41	11	4
Ha6_00047655	Ha6_00047655	protein_coding	Ha6	7337636	7339531	+	1779	691	3234	9	15311	450	105	1859	1728	427	6446
Ha6_00047656	Ha6_00047656	protein_coding	Ha6	7372338	7405427	-	2580	14	1	1	3	0	56	2	87	13	9
Ha6_00047658	Ha6_00047658	protein_coding	Ha6	7496840	7499973	+	2045	2856	399	591	2361	50	9	786	122	1501	509
Ha6_00047661	Ha6_00047661	protein_coding	Ha6	7634441	7636089	-	1014	3774	335	11	1550	38	1	38	9	376	342
Ha6_00047663	Ha6_00047663	protein_coding	Ha6	7654881	7657085	-	1791	63	32	71	206	3	4	114	4	75	45
Ha6_00047664	Ha6_00047664	protein_coding	Ha6	7663482	7672056	+	846	155	26	21	182	6	1	29	9	56	62
Ha6_00047669	Ha6_00047669	protein_coding	Ha6	7798792	7800901	+	750	3810	377	199	7031	323	14	2129	195	2708	3374
Ha6_00047670	Ha6_00047670	protein_coding	Ha6	7804323	7805092	-	651	13	0	4	13	4	2	1371	0	0	12
Ha6_00047671	Ha6_00047671	protein_coding	Ha6	7807615	7808302	-	396	4	0	0	2	5	0	538	0	0	2
Ha6_00047673	Ha6_00047673	protein_coding	Ha6	7977453	7986880	-	3129	223	53	43	221	24	5	138	82	170	181
Ha6_00047674	Ha6_00047674	protein_coding	Ha6	8074436	8074741	+	306	3	0	2	3	2	0	444	0	0	3
Ha6_00047676	Ha6_00047676	protein_coding	Ha6	8083694	8088034	-	1818	21	7	9	46	0	1068	37	26	65	15
Ha6_00047677	Ha6_00047677	protein_coding	Ha6	8139099	8140957	-	1377	23	135	14	47	1	0	16	8	10	38
Ha6_00047678	Ha6_00047678	protein_coding	Ha6	8141216	8141779	+	564	7	7	1	4	1	0	1	0	1	6
Ha6_00047679	Ha6_00047679	protein_coding	Ha6	8141697	8142568	-	601	4	2	2	3	2	0	1	0	1	6
Ha6_00047682	Ha6_00047682	protein_coding	Ha6	8223255	8223570	-	239	44	0	1	2	2	0	100	6	86	120
Ha6_00047684	Ha6_00047684	protein_coding	Ha6	8387984	8392081	+	513	3	0	0	2	0	4	15	0	1	7
Ha6_00047685	Ha6_00047685	protein_coding	Ha6	8413583	8418543	-	3468	249	253	182	624	48	33	268	150	345	438
Ha6_00047686	Ha6_00047686	protein_coding	Ha6	8432825	8437196	+	1546	1191	133	148	5640	35	19	240	42	625	257
Ha6_00047691	Ha6_00047691	protein_coding	Ha6	8660283	8664021	+	591	150	3	17	33	0	0	282	5	25	13
Ha6_00047692	Ha6_00047692	protein_coding	Ha6	8669672	8672397	+	903	78	3	6	8	0	0	154	9	12	0
Ha6_00047693	Ha6_00047693	protein_coding	Ha6	8674084	8680448	+	2253	513	15	22	51	7	0	517	54	65	10
Ha6_00047694	Ha6_00047694	protein_coding	Ha6	8688230	8689252	-	450	181	29	15	112	13	1	296	14	205	83
Ha6_00047695	Ha6_00047695	protein_coding	Ha6	8739858	8741370	+	765	294	116	8	507	46	0	331	4	57	29
Ha6_00047696	Ha6_00047696	protein_coding	Ha6	8747545	8748471	+	927	0	2	3	6	0	0	1	0	7	2
Ha6_00047697	Ha6_00047697	protein_coding	Ha6	8759238	8760424	+	644	847	81	23	270	24	1	225	30	760	114
Ha6_00047698	Ha6_00047698	protein_coding	Ha6	8779429	8781759	+	924	1238	122	47	541	23	3	392	33	1181	144
Ha6_00047699	Ha6_00047699	protein_coding	Ha6	8795849	8799717	-	1006	306	32	22	119	6	1	463	9	241	103
Ha6_00047700	Ha6_00047700	protein_coding	Ha6	8854840	8856132	+	594	100	5	35	109	1	1	48	0	63	30
Ha6_00047701	Ha6_00047701	protein_coding	Ha6	8863419	8868604	+	1729	484	59	53	250	37	1	169	58	398	278
Ha6_00047702	Ha6_00047702	protein_coding	Ha6	8869338	8870885	-	889	4	0	5	27	0	0	20	0	0	3
Ha6_00047703	Ha6_00047703	protein_coding	Ha6	8918161	8925446	+	3244	32	2	1	9	0	0	19	5	10	6
Ha6_00047707	Ha6_00047707	protein_coding	Ha6	8988658	8992290	-	981	505	214	131	825	13	3	800	75	502	562
Ha6_00047708	Ha6_00047708	protein_coding	Ha6	9047767	9051807	-	1726	707	132	103	1010	19	9	551	39	614	293
Ha6_00047710	Ha6_00047710	protein_coding	Ha6	9264302	9265055	+	654	371	12	2	2	0	0	10	1	243	101
Ha6_00047712	Ha6_00047712	protein_coding	Ha6	9299904	9300514	+	564	319	99	49	445	20	6	289	99	282	257
Ha6_00047713	Ha6_00047713	protein_coding	Ha6	9304466	9305645	+	723	2	2	0	6	3	0	1	0	0	7
Ha6_00047715	Ha6_00047715	protein_coding	Ha6	9370848	9373050	-	1233	59	17	9	72	0	1	28	1	38	46
Ha6_00047717	Ha6_00047717	protein_coding	Ha6	9413813	9418164	-	1400	188	27	24	859	21	7	66	10	100	341
Ha6_00047719	Ha6_00047719	protein_coding	Ha6	9478109	9480118	+	1656	932	114	169	382	28	10	97	146	442	962
Ha6_00047721	Ha6_00047721	protein_coding	Ha6	9487635	9491293	-	1731	593	193	221	912	33	56	433	248	675	728
Ha6_00047723	Ha6_00047723	protein_coding	Ha6	9554594	9556491	-	607	1	0	0	1	0	0	1	0	1	2
Ha6_00047724	Ha6_00047724	protein_coding	Ha6	9557536	9576406	-	858	2	0	11	27	4	0	1128	0	6	10
Ha6_00047726	Ha6_00047726	protein_coding	Ha6	9752946	9754524	+	1344	0	1	0	1	0	7	5	300	0	41
Ha6_00047728	Ha6_00047728	protein_coding	Ha6	9906259	9909107	+	1951	214	67	33	100	2	1	9	6	58	233
Ha6_00047730	Ha6_00047730	protein_coding	Ha6	10033928	10034497	+	570	414	17	79	23	74	0	9244	30	153	3
Ha6_00047732	Ha6_00047732	protein_coding	Ha6	10059057	10060411	+	754	239	10	50	107	2	1	27	0	128	102
Ha6_00047735	Ha6_00047735	protein_coding	Ha6	10108708	10110706	+	897	660	145	38	151	176	3	245	43	415	682
Ha6_00047736	Ha6_00047736	protein_coding	Ha6	10112417	10124865	-	3730	472	106	131	565	13	17	601	50	523	293
Ha6_00047737	Ha6_00047737	protein_coding	Ha6	10136095	10138348	+	1432	5	0	1	9	5	0	69	87	491	13
Ha6_00047738	Ha6_00047738	protein_coding	Ha6	10193013	10199115	+	811	2835	125	194	1167	35	59	2028	79	1081	648
Ha6_00047739	Ha6_00047739	protein_coding	Ha6	10215858	10221365	-	1504	239	114	67	359	5	1	230	43	343	118
Ha6_00047740	Ha6_00047740	protein_coding	Ha6	10262050	10263591	+	720	284	36	46	225	1	16	149	40	240	137
Ha6_00047745	Ha6_00047745	protein_coding	Ha6	10365502	10367881	-	1216	4	3	0	6	0	0	18	3	177	4
Ha6_00047747	Ha6_00047747	protein_coding	Ha6	10499805	10505978	+	3274	360	110	114	573	19	961	281	309	473	333
Ha6_00047748	Ha6_00047748	protein_coding	Ha6	10529058	10530164	+	1107	359	14	6	124	32	1	194	6	46	289
Ha6_00047749	Ha6_00047749	protein_coding	Ha6	10763107	10764348	+	1242	414	263	33	977	4	6	48	30	13	416
Ha6_00047753	Ha6_00047753	protein_coding	Ha6	10939562	10941338	-	664	2	23	1	0	3	4	0	1270	2	52
Ha6_00047754	Ha6_00047754	protein_coding	Ha6	10946064	10946487	+	183	223	24	50	338	1	4	24	9	219	36
Ha6_00047755	Ha6_00047755	protein_coding	Ha6	10948396	10949164	+	243	611	46	75	670	12	0	63	13	534	130
Ha6_00047758	Ha6_00047758	protein_coding	Ha6	10984853	10986223	-	978	0	2	1	3	0	0	1	0	1	0
Ha6_00047759	Ha6_00047759	protein_coding	Ha6	11033141	11033962	+	396	642	89	355	428	7	1	37	17	533	592
Ha6_00047760	Ha6_00047760	protein_coding	Ha6	11037721	11039505	-	1785	1001	49	140	569	10	4	172	49	529	137
Ha6_00047762	Ha6_00047762	protein_coding	Ha6	11185637	11186441	+	276	413	32	61	511	2	0	52	12	353	69
Ha6_00047763	Ha6_00047763	protein_coding	Ha6	11189031	11190821	+	691	11160	1826	5358	5336	40	5	0	107	3646	100
Ha6_00047764	Ha6_00047764	protein_coding	Ha6	11223341	11223895	+	555	12	0	41	0	1	0	184	4	0	0
Ha6_00047766	Ha6_00047766	protein_coding	Ha6	11238259	11243758	-	1278	3400	100	139	295	86	6	2333	76	762	650
Ha6_00047767	Ha6_00047767	protein_coding	Ha6	11243916	11248171	-	1959	671	45	384	406	36	62	1677	485	790	1098
Ha6_00047768	Ha6_00047768	protein_coding	Ha6	11317808	11322191	+	1188	949	121	187	1831	17	4	328	61	1194	256
Ha6_00047769	Ha6_00047769	protein_coding	Ha6	11329068	11330372	+	483	131	20	13	79	17	0	207	46	52	86
Ha6_00047770	Ha6_00047770	protein_coding	Ha6	11334113	11352597	-	204	51	35	7	18	2	0	12	0	27	60
Ha6_00047771	Ha6_00047771	protein_coding	Ha6	11393264	11397098	-	1530	2141	544	571	2542	62	65	941	102	1101	662
Ha6_00047772	Ha6_00047772	protein_coding	Ha6	11398631	11402516	-	2121	687	307	212	1311	57	228	635	512	1388	583
Ha6_00047773	Ha6_00047773	protein_coding	Ha6	11426147	11427655	+	1086	40	11	5	12	20	0	5	8	89	44
Ha6_00047774	Ha6_00047774	protein_coding	Ha6	11461233	11462207	+	711	27	6	0	8	0	1	0	1	88	8
Ha6_00047775	Ha6_00047775	protein_coding	Ha6	11463372	11472963	+	864	10	5	67	7	0	0	485	223	30	162
Ha6_00047777	Ha6_00047777	protein_coding	Ha6	11625827	11638105	+	5215	16	3	20	40	2	1	11	5	28	28
Ha6_00047778	Ha6_00047778	protein_coding	Ha6	11644043	11646235	+	429	2	1	4	4	0	0	4	0	2	1
Ha6_00047779	Ha6_00047779	protein_coding	Ha6	11653507	11655563	+	1026	2570	542	372	2268	76	35	376	245	409	5019
Ha6_00047780	Ha6_00047780	protein_coding	Ha6	11673626	11674198	-	573	250	71	2	25	3	1	69	9	38	325
Ha6_00047781	Ha6_00047781	protein_coding	Ha6	11743959	11745045	+	798	22	8	83	19	0	0	29	0	14	27
Ha6_00047782	Ha6_00047782	protein_coding	Ha6	11745576	11748016	-	1461	0	0	15	65	0	0	9	2	3	0
Ha6_00047783	Ha6_00047783	protein_coding	Ha6	11780134	11787612	-	2538	2167	996	495	2475	19	24	166	124	1445	904
Ha6_00047784	Ha6_00047784	protein_coding	Ha6	11803590	11804652	+	993	12	2	19	12	0	0	3	0	4	15
Ha6_00047785	Ha6_00047785	protein_coding	Ha6	11811189	11815485	+	2265	493	202	60	719	56	11	269	142	727	321
Ha6_00047786	Ha6_00047786	protein_coding	Ha6	11906912	11908325	+	963	0	3	15	3	0	37	2	3	24	2
Ha6_00047788	Ha6_00047788	protein_coding	Ha6	11978366	11981208	+	1836	4	7	6	13	6	1	32	5	28	188
Ha6_00047791	Ha6_00047791	protein_coding	Ha6	12124074	12124641	+	513	0	0	2	28	0	0	10	3	14	4
Ha6_00047793	Ha6_00047793	protein_coding	Ha6	12220374	12221028	+	536	224	58	74	258	8	1	91	5	144	41
Ha6_00047795	Ha6_00047795	protein_coding	Ha6	12387907	12388367	+	342	51	24	0	48	0	5	45	4	30	16
Ha6_00047797	Ha6_00047797	protein_coding	Ha6	12438163	12439731	-	884	112	5	45	54	0	0	73	0	43	18
Ha6_00047801	Ha6_00047801	protein_coding	Ha6	12680911	12681445	+	414	2623	712	26	5984	272	40	227	194	1681	5356
Ha6_00047803	Ha6_00047803	protein_coding	Ha6	12720020	12720958	+	450	5	0	1	7	0	0	12	1	5	1
Ha6_00047804	Ha6_00047804	protein_coding	Ha6	12815996	12817149	-	864	15	15	223	205	26	0	330	23	74	77
Ha6_00047805	Ha6_00047805	protein_coding	Ha6	12862786	12866879	-	2073	2	1	0	7	0	0	5	8	2	0
Ha6_00047808	Ha6_00047808	protein_coding	Ha6	12905458	12907129	-	1084	1320	205	11	388	87	15	566	99	635	815
Ha6_00047809	Ha6_00047809	protein_coding	Ha6	12931739	12932610	+	659	2	3	166	118	6	0	160	6	22	35
Ha6_00047810	Ha6_00047810	protein_coding	Ha6	13029346	13031140	-	586	1957	1157	109	1103	736	21	1467	1080	1144	3075
Ha6_00047812	Ha6_00047812	protein_coding	Ha6	13226276	13230683	+	2662	21	506	86	2489	47	1	456	319	94	157
Ha6_00047813	Ha6_00047813	protein_coding	Ha6	13256989	13259404	+	998	26	6	8	13	0	0	21	3	17	6
Ha6_00047814	Ha6_00047814	protein_coding	Ha6	13316741	13323194	-	1746	78	18	44	120	7	1	125	12	79	39
Ha6_00047817	Ha6_00047817	protein_coding	Ha6	13562337	13566680	-	2403	6	0	2	16	0	0	15	0	21	5
Ha6_00047819	Ha6_00047819	protein_coding	Ha6	13630965	13634451	-	2613	118	6	20	207	1	0	254	9	345	72
Ha6_00047820	Ha6_00047820	protein_coding	Ha6	13638167	13676806	-	810	826	172	144	921	25	26	128	61	151	1277
Ha6_00047821	Ha6_00047821	protein_coding	Ha6	13684795	13690554	-	1909	4609	282	386	3633	59	243	696	402	2869	1488
Ha6_00047822	Ha6_00047822	protein_coding	Ha6	13695860	13704295	-	3129	2	18	9	638	4	1	10	8	74	125
Ha6_00047823	Ha6_00047823	protein_coding	Ha6	13749024	13755524	-	943	91	11	23	83	12	1	626	1	90	20
Ha6_00047826	Ha6_00047826	protein_coding	Ha6	13975445	13980075	+	1890	840	298	96	606	86	5	1043	191	406	1273
Ha6_00047827	Ha6_00047827	protein_coding	Ha6	14003775	14005782	-	411	12127	1343	184	3897	700	272	6015	4400	3523	8922
Ha6_00047829	Ha6_00047829	protein_coding	Ha6	14028678	14030020	+	789	6	4	41	10	4	0	28	6	10	5
Ha6_00047830	Ha6_00047830	protein_coding	Ha6	14037804	14040099	-	1707	11	43	68	1799	32	0	94	120	1787	2627
Ha6_00047831	Ha6_00047831	protein_coding	Ha6	14073381	14075889	+	1773	3616	698	219	2979	206	25	481	394	1280	2150
Ha6_00047832	Ha6_00047832	protein_coding	Ha6	14082368	14082730	-	363	66	3	0	0	0	0	3	1	9	1
Ha6_00047833	Ha6_00047833	protein_coding	Ha6	14083596	14083811	-	216	7241	1053	119	2994	427	184	3612	3378	3017	5080
Ha6_00047834	Ha6_00047834	protein_coding	Ha6	14276646	14277092	+	447	2233	681	32	1756	350	7	1800	793	1590	1699
Ha6_00047835	Ha6_00047835	protein_coding	Ha6	14347532	14348974	+	408	5	1	2	2	0	0	6	0	8	1
Ha6_00047839	Ha6_00047839	protein_coding	Ha6	14374872	14378871	-	1167	138	538	50	165	102	0	390	135	80	243
Ha6_00047841	Ha6_00047841	protein_coding	Ha6	14403588	14407272	-	888	396	66	63	283	9	1	366	20	166	172
Ha6_00047843	Ha6_00047843	protein_coding	Ha6	14428842	14430582	-	1008	450	0	4	78	0	0	34	33	1932	3
Ha6_00047844	Ha6_00047844	protein_coding	Ha6	14441046	14443567	+	1110	255	16	23	39	0	0	31	3	70	35
Ha6_00047845	Ha6_00047845	protein_coding	Ha6	14449955	14454213	-	1971	203	117	157	411	22	37	362	371	385	253
Ha6_00047847	Ha6_00047847	protein_coding	Ha6	14473965	14481374	+	1625	1	6	0	10	2	0	2	8	0	19
Ha6_00047848	Ha6_00047848	protein_coding	Ha6	14482345	14486638	-	1426	1711	234	143	751	17	4	264	68	1124	376
